,id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,reply_to_message_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,inviter,members,file,file_name,file_size,thumbnail,thumbnail_file_size,mime_type,location_information,forwarded_from,media_type,sticker_emoji,duration_seconds,poll,via_bot,place_name,address,message_id
857,864,message,2023-07-02T16:46:49,1688309209,,,,,Я тебя трахну сейчас за одно только упоминание этой залупы,"[{'type': 'plain', 'text': 'Я тебя трахну сейчас за одно только упоминание этой залупы'}]",Andrei🗿 Андрей,user824231521,860.0,,,,,2023-07-02T16:47:00,1688309220,"[{'type': 'emoji', 'count': 1, 'emoji': '🔥', 'recent': [{'from': 'МЖ', 'from_id': 'user3160908', 'date': '2023-07-02T16:47:00'}]}]",,,,,,,,,,,,,,,,,,
858,865,message,2023-07-02T16:47:09,1688309229,,,,,"В первом семе java,  во втором питон","[{'type': 'plain', 'text': 'В первом семе java,  во втором питон'}]",Andrei🗿 Андрей,user824231521,858.0,,,,,,,,,,,,,,,,,,,,,,,,,
859,866,message,2023-07-02T16:47:17,1688309237,,,,,Дальше видимо только питон будет,"[{'type': 'plain', 'text': 'Дальше видимо только питон будет'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
860,867,message,2023-07-02T16:47:26,1688309246,,,,,"какая джава, processing","[{'type': 'plain', 'text': 'какая джава, processing'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
861,868,message,2023-07-02T16:47:36,1688309256,,,,,,[],Andrei🗿 Андрей,user824231521,867.0,,,512.0,512.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webp,8406.0,(File not included. Change data exporting settings to download.),4976.0,image/webp,,,sticker,🗿,,,,,,
862,869,message,2023-07-02T16:47:44,1688309264,,,,,"Бля, лан","[{'type': 'plain', 'text': 'Бля, лан'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
863,870,message,2023-07-02T16:47:49,1688309269,,,,,Переживем,"[{'type': 'plain', 'text': 'Переживем'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
864,871,message,2023-07-02T16:47:58,1688309278,,,,,"молись, чтобы тебе не наш чел по проге попался","[{'type': 'plain', 'text': 'молись, чтобы тебе не наш чел по проге попался'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
865,872,message,2023-07-02T16:47:58,1688309278,,,,,Я просто с плюсами работаю,"[{'type': 'plain', 'text': 'Я просто с плюсами работаю'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
866,873,message,2023-07-02T16:48:16,1688309296,,,,,"И плюс с вебом связанная хуйня по типу html, css и js","[{'type': 'plain', 'text': 'И плюс с вебом связанная хуйня по типу html, css и js'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
867,874,message,2023-07-02T16:48:18,1688309298,,,,,Свечку сейчас ставить?,"[{'type': 'plain', 'text': 'Свечку сейчас ставить?'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
868,875,message,2023-07-02T16:48:22,1688309302,,,,,да,"[{'type': 'plain', 'text': 'да'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
869,876,message,2023-07-02T16:48:26,1688309306,,,,,и про плюсы забудь,"[{'type': 'plain', 'text': 'и про плюсы забудь'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
870,877,message,2023-07-02T16:48:40,1688309320,,,,,Свечку надо будет Вафелю в попу ставить,"[{'type': 'plain', 'text': 'Свечку надо будет Вафелю в попу ставить'}]",Andrei🗿 Андрей,user824231521,874.0,,,,,,,,,,,,,,,,,,,,,,,,,
871,878,message,2023-07-02T16:48:41,1688309321,,,,,,[],Misha,user259287359,,,,512.0,394.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webm,178601.0,(File not included. Change data exporting settings to download.),3602.0,video/webm,,,sticker,🤬,3.0,,,,,
872,879,message,2023-07-02T16:48:49,1688309329,,,,,а в ингольшадт тебя случайно на CS не взяли?,"[{'type': 'plain', 'text': 'а в ингольшадт тебя случайно на CS не взяли?'}]",МЖ,user3160908,,,,,,2023-07-02T16:48:57,1688309337,,,,,,,,,,,,,,,,,,,
873,880,message,2023-07-02T16:48:49,1688309329,,,,,,[],олексеф,user545452527,,,,232.0,130.0,,,,,,(File not included. Change data exporting settings to download.),leonardo-di-caprio-seriously.mp4,56792.0,,,video/mp4,,,animation,,5.0,,,,,
874,881,message,2023-07-02T16:49:07,1688309347,,,,,Я и не подавал,"[{'type': 'plain', 'text': 'Я и не подавал'}]",Misha,user259287359,879.0,,,,,,,,,,,,,,,,,,,,,,,,,
875,882,message,2023-07-02T16:49:12,1688309352,,,,,а почему,"[{'type': 'plain', 'text': 'а почему'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
876,883,message,2023-07-02T16:49:25,1688309365,,,,,дедлайны проебал,"[{'type': 'plain', 'text': 'дедлайны проебал'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
877,884,message,2023-07-02T16:49:38,1688309378,,,,,"Не знаю почему ты ожидал, что на направлении ai будут плюсы","[{'type': 'plain', 'text': 'Не знаю почему ты ожидал, что на направлении ai будут плюсы'}]",Andrei🗿 Андрей,user824231521,872.0,,,,,,,,,,,,,,,,,,,,,,,,,
878,885,message,2023-07-02T16:49:38,1688309378,,,,,до 15 там,"[{'type': 'plain', 'text': 'до 15 там'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
879,886,message,2023-07-02T16:49:43,1688309383,,,,,ты можешь и сейчас подать,"[{'type': 'plain', 'text': 'ты можешь и сейчас подать'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
880,887,message,2023-07-02T16:50:15,1688309415,,,,,Ты чё,"[{'type': 'plain', 'text': 'Ты чё'}]",Sergei B.,user343314168,871.0,,,,,2023-07-02T16:50:32,1688309432,,,,,,,,,,,,,,,,,,,
881,888,message,2023-07-02T16:50:20,1688309420,,,,,На лапочку,"[{'type': 'plain', 'text': 'На лапочку'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
882,889,message,2023-07-02T16:50:25,1688309425,,,,,Гонишь,"[{'type': 'plain', 'text': 'Гонишь'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
883,890,message,2023-07-02T16:50:28,1688309428,,,,,Да похер уже,"[{'type': 'plain', 'text': 'Да похер уже'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
884,891,message,2023-07-02T16:50:38,1688309438,,,,,"Я смирился с тем, что сюда пойду","[{'type': 'plain', 'text': 'Я смирился с тем, что сюда пойду'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
885,892,message,2023-07-02T16:50:48,1688309448,,,,,"15 лекций как юзать массивы
1 лекция на паттерны и всё остальное","[{'type': 'plain', 'text': '15 лекций как юзать массивы\n1 лекция на паттерны и всё остальное'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
886,893,message,2023-07-02T16:53:04,1688309584,,,,,А ты где сейчас живешь?,"[{'type': 'plain', 'text': 'А ты где сейчас живешь?'}]",Влда Черный,user441013218,891.0,,,,,,,,,,,,,,,,,,,,,,,,,
887,894,message,2023-07-02T16:53:30,1688309610,,,,,МСК,"[{'type': 'plain', 'text': 'МСК'}]",Misha,user259287359,893.0,,,,,,,,,,,,,,,,,,,,,,,,,
888,895,message,2023-07-02T16:53:36,1688309616,,,,,"Мэи же, логично","[{'type': 'plain', 'text': 'Мэи же, логично'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
889,896,message,2023-07-02T16:53:51,1688309631,,,,,ищи общагу асап,"[{'type': 'plain', 'text': 'ищи общагу асап'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
890,897,message,2023-07-02T16:53:57,1688309637,,,,,Уже начал,"[{'type': 'plain', 'text': 'Уже начал'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
891,899,message,2023-07-02T19:09:19,1688317759,,,,,Народ,"[{'type': 'plain', 'text': 'Народ'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
892,900,message,2023-07-02T19:09:34,1688317774,,,,,А осталось у кого мотивационное письмо с года вашей подачи?,"[{'type': 'plain', 'text': 'А осталось у кого мотивационное письмо с года вашей подачи?'}]",Misha,user259287359,,,,,,2023-07-02T19:10:02,1688317802,,,,,,,,,,,,,,,,,,,
893,902,message,2023-07-02T19:11:18,1688317878,,,,,Не помню чтобы писал такое,"[{'type': 'plain', 'text': 'Не помню чтобы писал такое'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
894,903,message,2023-07-02T19:11:51,1688317911,,,,,Ну для визы,"[{'type': 'plain', 'text': 'Ну для визы'}]",Misha,user259287359,,(File not included. Change data exporting settings to download.),33232.0,905.0,101.0,,,,,,,,,,,,,,,,,,,,,
895,904,message,2023-07-02T19:34:31,1688319271,,,,,"Я такого не писал, но у меня осталось для другого вуза. Могу потделиться","[{'type': 'plain', 'text': 'Я такого не писал, но у меня осталось для другого вуза. Могу потделиться'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
896,905,message,2023-07-02T19:35:29,1688319329,,,,,Ну тут не для вуза,"[{'type': 'plain', 'text': 'Ну тут не для вуза'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
897,906,message,2023-07-02T19:35:37,1688319337,,,,,Тут именно для консульства,"[{'type': 'plain', 'text': 'Тут именно для консульства'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
898,907,message,2023-07-02T19:35:47,1688319347,,,,,"Зачем им, вопрос интересный","[{'type': 'plain', 'text': 'Зачем им, вопрос интересный'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
899,908,message,2023-07-02T20:00:53,1688320853,,,,,"Они всегда просят, стандартная процедура","[{'type': 'plain', 'text': 'Они всегда просят, стандартная процедура'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
900,909,message,2023-07-02T20:01:17,1688320877,,,,,Я имею в виду консульство,"[{'type': 'plain', 'text': 'Я имею в виду консульство'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
901,910,message,2023-07-02T20:02:32,1688320952,,,,,А как ты тогда не писал?,"[{'type': 'plain', 'text': 'А как ты тогда не писал?'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
902,911,message,2023-07-02T20:12:28,1688321548,,,,,"Просто напиши, ich bin nicht indisch","[{'type': 'plain', 'text': 'Просто напиши, ich bin nicht indisch'}]",Andrei🗿 Андрей,user824231521,,,,,,2023-07-02T20:13:21,1688321601,"[{'type': 'emoji', 'count': 3, 'emoji': '🤣', 'recent': [{'from': 'Aza Natürlich', 'from_id': 'user1197228025', 'date': '2023-07-02T20:40:42'}, {'from': 'Maxim Lapitan', 'from_id': 'user1281170230', 'date': '2023-07-02T20:15:31'}, {'from': 'Zholdas', 'from_id': 'user611321815', 'date': '2023-07-02T20:13:21'}]}]",,,,,,,,,,,,,,,,,,
903,912,message,2023-07-02T20:12:45,1688321565,,,,,тогда не пустят,"[{'type': 'plain', 'text': 'тогда не пустят'}]",Никита,user390136193,911.0,,,,,,,,,,,,,,,,,,,,,,,,,
904,913,message,2023-07-02T20:13:00,1688321580,,,,,тут их больше чем немцев,"[{'type': 'plain', 'text': 'тут их больше чем немцев'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
905,914,message,2023-07-02T20:42:02,1688323322,,,,,"Essay
This letter is intended to describe in detail the reason for the long-term departure to Germany, the expectations associated with the planned stay in Germany, and the expected professional and personal benefits, as well as plans for the future while studying at the Deggendorf Institute of Technology.
The main reason for staying in Germany for this period is related to studying in the Artificial Intelligence course at the Deggendorf Institute of Technology. The Deggendorf Institute of Technology trains specialists in German and English. For me, this is a good chance to get a high-level education in English. I received an invitation to study at this university on August 4, 2022.
I'm going to study in Germany to further develop my country Kazakhstan in the IT field. I think that my course, which teaches not only programming but also business management, will help me become a highly qualified and in-demand specialist.
While studying at the Deggendorf Institute of Technology, I'm going to learn German to have an idea of German culture, interact with the locals and improve my networking skills. I am keen to find new diversified friends from different countries and I am open to interacting to learn about new cultures as well as share my Kazakh history. Moreover, I plan to do an internship at German IT company. The university provides many opportunities for students, so I also plan to engage in musical activity as a hobby.
 There are more than 6 thousand students at the Deggendorf Institute of Technology. While studying at this university, I will be able to develop not only hard skills such as programming and business management, but also soft skills such as teamwork and communication skills. International students are also present at this institute, so I will be able to broaden my horizons and learn more about their culture and history.

Date, place_______

Signature________","[{'type': 'plain', 'text': ""Essay\nThis letter is intended to describe in detail the reason for the long-term departure to Germany, the expectations associated with the planned stay in Germany, and the expected professional and personal benefits, as well as plans for the future while studying at the Deggendorf Institute of Technology.\nThe main reason for staying in Germany for this period is related to studying in the Artificial Intelligence course at the Deggendorf Institute of Technology. The Deggendorf Institute of Technology trains specialists in German and English. For me, this is a good chance to get a high-level education in English. I received an invitation to study at this university on August 4, 2022.\nI'm going to study in Germany to further develop my country Kazakhstan in the IT field. I think that my course, which teaches not only programming but also business management, will help me become a highly qualified and in-demand specialist.\nWhile studying at the Deggendorf Institute of Technology, I'm going to learn German to have an idea of German culture, interact with the locals and improve my networking skills. I am keen to find new diversified friends from different countries and I am open to interacting to learn about new cultures as well as share my Kazakh history. Moreover, I plan to do an internship at German IT company. The university provides many opportunities for students, so I also plan to engage in musical activity as a hobby.\n There are more than 6 thousand students at the Deggendorf Institute of Technology. While studying at this university, I will be able to develop not only hard skills such as programming and business management, but also soft skills such as teamwork and communication skills. International students are also present at this institute, so I will be able to broaden my horizons and learn more about their culture and history.\n\nDate, place_______\n\nSignature________""}]",Aza Natürlich,user1197228025,910.0,,,,,,,,,,,,,,,,,,,,,,,,,
906,915,message,2023-07-02T20:42:25,1688323345,,,,,не немецком языке,"[{'type': 'plain', 'text': 'не немецком языке'}]",МЖ,user3160908,914.0,,,,,,,,,,,,,,,,,,,,,,,,,
907,916,message,2023-07-02T20:42:45,1688323365,,,,,Можно на англ если поступаешь на англ,"[{'type': 'plain', 'text': 'Можно на англ если поступаешь на англ'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
908,917,message,2023-07-02T20:43:02,1688323382,,,,,Ну хз визу мне дали,"[{'type': 'plain', 'text': 'Ну хз визу мне дали'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
